player_mid,player_name,position_id,team_name,fixture_year,total_carry_metres_post_contact,total_ballinplay_minutes,total_att_minutes,total_def_minutes,total_kick_errors,total_ruck_arrivals_attack_first2,total_ruck_arrivals_defence_first2,total_minutes_played,total_tries,total_linebreaks,total_supported_breaks,total_defenders_beaten,total_jackals_success,total_intercepts,total_tackles_made,total_tackles_missed,total_offloads,total_carries,total_carry_metres,total_carries_dominant,total_turnovers_conceded,total_penalties_conceded,total_rucks_won,total_rucks_lost
0dd0b35a-eb29-4673-b6b0-02f4cb7092c8,Dallas McLeod,13,Crusaders,2024,41,77,43,32,1,10,4,166,1,2,0,3,0,0,18,4,1,13,49,2,4,0,10,0
23054f8d-5a34-41d3-89c8-6653efc8168f,Dalton Papali'i,7,Blues,2024,205,412,227,183,0,13,9,917,2,4,1,18,6,1,178,10,5,73,264,33,13,7,63,2
361f9bdc-4b36-4616-94be-ff4819c45740,Damian McKenzie,10,Chiefs,2024,198,369,185,185,4,0,0,863,2,8,2,42,0,1,67,19,18,106,627,9,16,2,32,1
0589b876-a04f-4ed8-93f1-51e509f93985,Dan Lienert-Brown,1,Highlanders,2024,73,168,91,76,0,4,0,402,0,1,0,3,0,0,65,3,1,29,45,7,6,7,21,0
8e26a228-b572-4a41-9eaa-dca4944105aa,Dan Sinkinson,14,Hurricanes,2024,90,71,36,36,0,0,0,151,0,2,2,6,0,0,25,3,1,18,133,10,2,0,13,0
b817af6a-743d-4a01-9926-eb0b37bb608c,Daniel Botha,3,NSW Waratahs,2024,2,17,5,13,0,0,0,47,0,0,0,0,0,0,11,1,0,1,2,1,0,2,1,0
7186e724-e809-416b-bf43-9412e1f261b3,Daniel Maiava,7,Melbourne Rebels,2024,1,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
7186e724-e809-416b-bf43-9412e1f261b3,Daniel Maiava,8,Melbourne Rebels,2024,4,5,3,2,0,0,0,9,0,0,0,0,0,0,3,0,0,2,9,1,0,0,1,0
7186e724-e809-416b-bf43-9412e1f261b3,Daniel Maiava,4,Melbourne Rebels,2024,0,5,3,2,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7186e724-e809-416b-bf43-9412e1f261b3,Daniel Maiava,6,Melbourne Rebels,2024,0,12,5,7,0,0,0,35,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0
cfcd2808-fb31-4e82-ae6b-6f9575e731e8,Daniel Rona,12,Chiefs,2024,0,3,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfcd2808-fb31-4e82-ae6b-6f9575e731e8,Daniel Rona,13,Chiefs,2024,33,129,67,62,0,12,3,301,1,2,2,3,0,0,23,3,4,22,102,7,5,0,13,1
cfcd2808-fb31-4e82-ae6b-6f9575e731e8,Daniel Rona,14,Chiefs,2024,54,72,29,43,0,0,0,160,2,4,0,5,0,0,18,5,0,10,83,2,2,0,3,0
cfcd2808-fb31-4e82-ae6b-6f9575e731e8,Daniel Rona,11,Chiefs,2024,28,70,40,31,0,0,0,149,3,3,0,3,0,0,13,0,0,14,77,6,1,0,9,1
080726a4-5ae5-4e21-8993-dd6a082804fb,Danny Toala,15,Moana Pasifika,2024,166,291,143,146,3,0,0,679,0,1,0,11,1,0,28,6,9,72,500,22,7,2,43,2
080726a4-5ae5-4e21-8993-dd6a082804fb,Danny Toala,13,Moana Pasifika,2024,1,6,2,4,0,0,0,22,0,0,0,0,0,0,0,1,0,2,10,1,0,0,1,0
080726a4-5ae5-4e21-8993-dd6a082804fb,Danny Toala,12,Moana Pasifika,2024,56,40,17,22,1,0,0,80,0,1,0,3,0,0,12,5,1,7,75,2,1,1,3,0
deb77a47-e9de-4600-b100-b55e6a3b3318,Darby Lancaster,11,Melbourne Rebels,2024,147,194,89,104,1,5,1,472,4,7,1,8,1,0,31,6,1,47,396,11,6,1,25,0
deb77a47-e9de-4600-b100-b55e6a3b3318,Darby Lancaster,14,Melbourne Rebels,2024,43,64,34,30,0,3,3,151,0,1,2,8,1,0,19,2,1,21,100,8,2,2,17,1
3de10741-f0c6-4e8e-80d5-a5fede9bed9d,Darcy Swain,4,ACT Brumbies,2024,41,276,137,140,0,23,11,649,0,0,0,0,1,0,90,14,4,40,55,9,4,11,35,0
3de10741-f0c6-4e8e-80d5-a5fede9bed9d,Darcy Swain,5,ACT Brumbies,2024,5,36,19,17,0,0,0,85,0,0,1,0,0,0,9,0,0,7,26,1,1,1,6,0
650b49c6-22d6-46ca-a353-620c255cfd55,David Feliuai,13,Melbourne Rebels,2024,9,37,18,19,0,0,0,80,0,0,0,2,0,0,10,1,0,7,24,5,0,1,6,0
650b49c6-22d6-46ca-a353-620c255cfd55,David Feliuai,12,Melbourne Rebels,2024,177,285,143,142,1,4,2,671,0,3,1,14,0,1,79,22,8,57,255,23,11,1,34,0
1a861e9a-bf81-4dbd-80f9-6cac488d0ce0,David Havili,12,Crusaders,2024,89,191,96,97,1,0,0,441,0,2,1,10,0,0,57,9,4,49,106,16,11,5,32,5
1a861e9a-bf81-4dbd-80f9-6cac488d0ce0,David Havili,10,Crusaders,2024,30,77,45,32,2,0,0,160,0,1,0,5,0,0,11,5,2,23,74,5,2,0,16,0
0a258a6c-1af0-4a7e-888f-d61208d34536,David Vaihu,10,Melbourne Rebels,2024,0,14,6,8,0,0,0,37,0,0,0,0,0,0,6,2,0,1,1,0,1,0,0,0
19f3daf1-2678-44f5-830e-dd69023caeb0,Declan Meredith,12,ACT Brumbies,2024,0,3,1,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19f3daf1-2678-44f5-830e-dd69023caeb0,Declan Meredith,16,ACT Brumbies,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
19f3daf1-2678-44f5-830e-dd69023caeb0,Declan Meredith,10,ACT Brumbies,2024,1,3,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19f3daf1-2678-44f5-830e-dd69023caeb0,Declan Meredith,14,ACT Brumbies,2024,6,3,2,1,0,0,0,10,0,0,0,0,0,0,1,0,1,3,17,1,1,0,2,0
19f3daf1-2678-44f5-830e-dd69023caeb0,Declan Meredith,15,ACT Brumbies,2024,0,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0
19f3daf1-2678-44f5-830e-dd69023caeb0,Declan Meredith,11,ACT Brumbies,2024,0,3,3,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6e80d3db-2dc8-4be0-ae1e-251d060bb3b0,Devan Flanders,6,Hurricanes,2024,128,187,101,87,0,11,3,401,0,2,0,11,0,0,51,4,2,42,119,12,3,2,37,0
6e80d3db-2dc8-4be0-ae1e-251d060bb3b0,Devan Flanders,8,Hurricanes,2024,94,108,50,55,0,0,0,236,1,1,1,6,0,0,46,5,3,31,140,17,2,2,26,0
af1ae668-41df-46d1-a2f0-d69b1e2b724e,Dom Gardiner,8,Crusaders,2024,0,9,5,4,0,0,0,20,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
af1ae668-41df-46d1-a2f0-d69b1e2b724e,Dom Gardiner,5,Crusaders,2024,5,5,3,3,0,0,0,12,0,0,0,0,0,0,6,1,0,2,5,1,1,0,1,1
af1ae668-41df-46d1-a2f0-d69b1e2b724e,Dom Gardiner,6,Crusaders,2024,91,146,67,80,0,0,0,336,0,1,0,10,0,1,70,9,4,33,99,10,5,6,26,0
af1ae668-41df-46d1-a2f0-d69b1e2b724e,Dom Gardiner,4,Crusaders,2024,15,40,20,21,0,14,4,90,0,0,1,0,0,0,20,4,1,11,22,5,2,1,7,2
8c2fd0f5-d9de-4754-87b3-5920fcce3cf9,Donald Brighouse,3,Moana Pasifika,2024,2,11,6,5,0,0,0,25,0,0,0,0,0,0,4,0,0,6,7,2,1,0,5,1
8c2fd0f5-d9de-4754-87b3-5920fcce3cf9,Donald Brighouse,1,Moana Pasifika,2024,5,31,14,16,0,0,0,71,0,0,0,0,0,0,9,0,0,5,3,1,0,5,5,0
d464081c-0edf-421a-b4fa-c6cac58557be,Du'Plessis Kirifi,7,Hurricanes,2024,123,201,90,110,0,15,2,444,3,4,2,8,6,0,93,10,2,57,176,21,8,7,41,1
d464081c-0edf-421a-b4fa-c6cac58557be,Du'Plessis Kirifi,8,Hurricanes,2024,18,25,13,11,0,0,0,50,0,0,0,0,0,0,8,0,0,13,19,3,1,1,12,1
d464081c-0edf-421a-b4fa-c6cac58557be,Du'Plessis Kirifi,6,Hurricanes,2024,7,15,9,6,0,0,0,29,0,0,1,0,1,0,4,1,0,5,9,3,1,0,5,0
bea93ec8-6cee-4a59-ba98-cbada164b2bc,Dylan Pietsch,11,NSW Waratahs,2024,364,393,198,196,0,8,1,930,4,11,5,42,3,0,53,11,10,93,801,41,16,2,58,3
4ed71fb9-63c5-4224-93aa-52db0d8e84b0,Elia Canakaivata,8,Fijian Drua,2024,186,169,96,75,0,4,1,408,0,1,0,13,2,0,37,13,2,76,184,34,5,6,67,3
4ed71fb9-63c5-4224-93aa-52db0d8e84b0,Elia Canakaivata,7,Fijian Drua,2024,36,63,32,32,0,0,0,148,2,1,2,5,0,0,21,6,0,25,92,1,2,2,19,1
2f8026fc-d405-4cf5-9c4b-3fc719031887,Emoni Narawa,14,Chiefs,2024,225,241,121,120,1,0,0,560,9,10,6,18,1,1,39,7,5,57,455,19,4,9,27,1
ac5b2eb3-36b1-4122-a5d7-f1249fea1040,Emosi Tuqiri,1,Fijian Drua,2024,32,77,41,37,0,4,2,174,0,0,0,2,0,0,30,2,0,18,17,6,4,4,16,2
99ddddd7-8dbc-46b7-bbb4-c5eaae3380d3,Enrique Pieretto,3,NSW Waratahs,2024,4,30,16,14,0,0,0,75,0,0,0,0,0,0,6,2,1,7,1,0,0,3,5,1
29649bf8-cf31-4e9e-93df-3e6432285d33,Epeli Momo,14,Fijian Drua,2024,68,37,20,17,0,0,0,86,0,4,0,6,1,0,2,2,0,12,96,2,3,1,10,1
29649bf8-cf31-4e9e-93df-3e6432285d33,Epeli Momo,11,Fijian Drua,2024,143,202,110,92,0,0,0,493,2,7,1,9,1,0,39,9,8,44,276,20,13,2,24,2
29649bf8-cf31-4e9e-93df-3e6432285d33,Epeli Momo,12,Fijian Drua,2024,0,10,4,6,0,0,0,21,0,0,0,0,0,0,2,0,1,2,21,1,0,0,1,0
29649bf8-cf31-4e9e-93df-3e6432285d33,Epeli Momo,13,Fijian Drua,2024,0,4,2,2,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
47be696b-0754-43b0-b632-42e7116c8533,Ere Enari,9,Moana Pasifika,2024,43,229,114,118,2,0,0,557,0,1,0,5,1,1,89,23,2,20,65,4,8,1,14,0
b5d6f685-20aa-41e7-8626-621f3cc99ed8,Etene Nanai-Seturo,11,Chiefs,2024,226,312,154,157,3,0,0,709,3,12,1,20,0,1,45,14,5,76,447,25,12,0,46,1
b5d6f685-20aa-41e7-8626-621f3cc99ed8,Etene Nanai-Seturo,15,Chiefs,2024,185,120,66,54,0,1,0,280,2,4,2,19,0,0,18,0,2,51,373,20,3,1,29,1
82387995-5fbf-423e-96da-19c00cb55d6a,Ethan Blackadder,6,Crusaders,2024,52,57,32,25,0,0,0,133,0,0,0,5,0,0,20,1,2,22,38,13,1,1,18,0
82387995-5fbf-423e-96da-19c00cb55d6a,Ethan Blackadder,7,Crusaders,2024,57,106,56,48,0,24,15,240,2,0,1,6,1,0,57,0,4,35,57,12,2,2,27,1
a27a4b06-1737-49fe-85a0-f0eaa9c862b1,Ethan Dobbins,2,Melbourne Rebels,2024,30,46,28,19,0,7,2,97,0,0,0,0,1,0,18,4,2,18,30,5,0,1,16,0
a27a4b06-1737-49fe-85a0-f0eaa9c862b1,Ethan Dobbins,16,Melbourne Rebels,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
8ca44400-95c8-4637-a6dc-65e18b570092,Ethan de Groot,1,Highlanders,2024,89,239,106,127,0,12,3,519,1,0,0,4,1,0,112,9,1,50,69,12,2,10,44,1
edf2ab8f-2934-494e-824d-591eb84512a4,Etonia Waqa,6,Fijian Drua,2024,154,278,146,132,0,10,1,668,0,3,0,15,2,1,57,10,6,50,170,20,7,2,41,2
d7f4a78b-800b-4c32-a193-67bf628aca25,Fabian Holland,4,Highlanders,2024,71,176,88,90,0,0,0,388,0,1,0,7,2,0,69,8,3,40,56,9,7,2,34,2
d7f4a78b-800b-4c32-a193-67bf628aca25,Fabian Holland,5,Highlanders,2024,55,192,90,103,0,16,10,440,1,0,0,1,8,0,97,6,0,36,40,12,6,4,31,2
267a1289-96d8-4728-8aee-986bbc0d6853,Feleti Kaitu'u,2,Western Force,2024,18,51,22,32,0,0,0,125,0,0,0,2,0,0,25,4,0,8,17,3,1,2,7,0
ac4462dc-b343-45a8-9cea-c486a6404e6c,Fergus Burke,10,Crusaders,2024,31,107,56,50,1,3,2,240,0,1,0,2,0,0,18,6,0,14,100,5,5,1,10,0
5af36f9e-5fdb-4405-b52b-6faa3ae9bbf2,Fergus Lee-Warner,5,NSW Waratahs,2024,46,121,56,65,0,0,0,285,0,0,1,0,1,0,68,6,3,25,54,5,2,2,19,0
5af36f9e-5fdb-4405-b52b-6faa3ae9bbf2,Fergus Lee-Warner,8,NSW Waratahs,2024,17,15,9,7,0,6,0,30,0,0,0,0,0,0,8,0,0,8,14,2,1,1,7,1
5af36f9e-5fdb-4405-b52b-6faa3ae9bbf2,Fergus Lee-Warner,4,NSW Waratahs,2024,34,55,30,25,0,0,0,123,0,0,0,0,0,0,19,1,2,20,32,9,1,3,17,0
5af36f9e-5fdb-4405-b52b-6faa3ae9bbf2,Fergus Lee-Warner,6,NSW Waratahs,2024,14,45,21,23,0,0,0,108,0,0,0,1,0,0,27,2,0,8,19,2,3,0,7,0
9af15b02-c34c-4ae4-811b-deba6b96ec83,Filipo Daugunu,13,Melbourne Rebels,2024,292,306,147,160,1,8,5,753,3,7,0,32,10,0,85,26,10,86,490,33,10,11,60,3
9af15b02-c34c-4ae4-811b-deba6b96ec83,Filipo Daugunu,11,Melbourne Rebels,2024,43,36,20,16,0,0,0,80,2,2,0,4,0,0,5,3,0,11,79,5,0,0,8,0
b0497b9c-ddd9-4008-af8f-b68246e5bc7d,Fine Inisi,13,Moana Pasifika,2024,2,32,14,18,0,0,0,80,0,1,0,0,0,1,11,3,2,4,12,1,0,0,1,0
b0497b9c-ddd9-4008-af8f-b68246e5bc7d,Fine Inisi,14,Moana Pasifika,2024,75,86,44,42,0,7,1,196,4,4,3,7,0,0,10,0,2,22,173,9,4,2,12,0
b0497b9c-ddd9-4008-af8f-b68246e5bc7d,Fine Inisi,11,Moana Pasifika,2024,106,128,60,67,0,0,0,305,0,3,1,12,1,0,25,3,4,28,215,11,6,4,14,2
b0497b9c-ddd9-4008-af8f-b68246e5bc7d,Fine Inisi,12,Moana Pasifika,2024,0,11,5,6,0,0,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
b946eee3-92e9-4fe0-b37f-9185beee5bfa,Finlay Brewis,1,Crusaders,2024,0,10,3,6,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1021bc2d-5ca5-4736-86a0-e27b837131f4,Finlay Christie,9,Blues,2024,26,181,97,84,0,3,0,394,1,0,4,5,0,0,46,12,6,19,81,4,4,3,6,0
f208d262-42f1-496c-a079-15be16ed6b21,Finn Hurley,14,Highlanders,2024,0,15,6,10,0,0,0,37,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,0
f208d262-42f1-496c-a079-15be16ed6b21,Finn Hurley,11,Highlanders,2024,0,8,3,4,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
f208d262-42f1-496c-a079-15be16ed6b21,Finn Hurley,15,Highlanders,2024,14,37,16,21,0,4,0,80,0,0,0,1,0,0,8,2,0,12,119,3,1,0,7,0
dc80e031-21d8-480e-8060-443663154482,Fletcher Anderson,16,Crusaders,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
dc80e031-21d8-480e-8060-443663154482,Fletcher Anderson,7,Crusaders,2024,3,2,1,1,0,0,0,7,0,0,0,0,0,0,4,0,0,1,4,0,0,0,1,0
37ab7be1-11f7-499e-af94-8429af3348f7,Fletcher Newell,3,Crusaders,2024,52,302,155,146,0,0,0,676,0,0,0,2,0,0,101,12,2,45,38,6,2,11,44,1
787152d9-4c41-4d88-9895-b950ffbc806f,Floyd Aubrey,11,Reds,2024,6,25,12,13,0,0,0,58,1,1,0,0,0,0,4,1,0,3,20,3,0,0,3,0
787152d9-4c41-4d88-9895-b950ffbc806f,Floyd Aubrey,13,Reds,2024,0,6,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa86a88c-b0d1-445a-b75a-2c28eab4bba9,Folau Fakatava,9,Highlanders,2024,153,373,181,193,5,1,0,850,3,4,4,14,3,1,95,27,19,65,309,15,16,4,19,0
a5f84094-c1c3-47d5-8f3c-09de0234f1c1,Frank Lomani,9,Fijian Drua,2024,47,183,98,86,5,2,2,460,4,3,5,8,1,0,53,12,5,35,284,8,9,7,11,0
76330e3a-c1dc-43c3-9dfd-17c3f1f03b6e,Fraser McReight,7,Reds,2024,213,418,214,205,1,10,13,946,7,3,12,19,12,0,191,9,6,127,368,45,7,12,95,4
79b591c6-39b7-47e9-9547-10474c2532c7,Fred Kaihea,1,ACT Brumbies,2024,0,7,2,5,0,0,0,19,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
3bc0fc43-6c24-4262-ab76-f361bdd59bea,George Bell,2,Crusaders,2024,209,315,156,162,0,1,7,691,2,3,0,11,4,0,157,19,6,83,218,26,3,10,63,5
2735cf77-835b-498f-b359-fcbc84ef6fb8,George Blake,1,Reds,2024,6,37,16,21,0,0,0,82,0,0,1,0,0,0,15,0,0,7,11,1,1,1,6,0
2735cf77-835b-498f-b359-fcbc84ef6fb8,George Blake,2,Reds,2024,5,11,7,3,0,0,0,29,1,0,0,0,0,0,4,0,0,6,6,1,1,0,4,0
a82aef23-9c3e-49a3-89d4-af4632de02ff,George Bower,1,Crusaders,2024,95,325,166,160,0,2,3,702,0,0,0,3,1,1,112,21,1,59,84,13,1,2,53,1
c4e39ac2-965f-4377-96ad-86c66184da1a,George Dyer,3,Chiefs,2024,73,254,126,131,0,10,1,574,1,0,1,2,0,0,78,9,0,35,48,12,1,4,32,1
9af76643-dbb3-4b9b-8437-87910cf94dbb,George Poolman,11,Western Force,2024,2,9,5,6,0,0,0,26,0,0,0,1,0,0,1,2,0,1,4,1,1,0,1,0
9af76643-dbb3-4b9b-8437-87910cf94dbb,George Poolman,16,Western Force,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
9af76643-dbb3-4b9b-8437-87910cf94dbb,George Poolman,14,Western Force,2024,68,147,69,80,1,6,2,339,1,0,3,3,0,1,31,10,3,24,190,11,6,0,17,0
97e116a0-18f0-4dfe-8581-54be8094e734,George Thornton,1,NSW Waratahs,2024,0,18,8,10,0,0,0,45,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
d3e77c10-4f15-4102-8652-1aefd9741bd2,Gideon Wrampling,14,Chiefs,2024,0,9,4,5,0,0,0,20,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
9b083b7f-ed34-4ff3-af3b-525b344e61f4,Glen Vaihu,11,Melbourne Rebels,2024,78,205,105,101,1,12,0,469,4,3,2,11,0,0,22,4,6,43,231,14,14,2,22,4
9b083b7f-ed34-4ff3-af3b-525b344e61f4,Glen Vaihu,15,Melbourne Rebels,2024,0,4,2,2,0,0,0,11,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0
4ba1e4ec-af15-4787-9b67-3ea298fa84c4,Haereiti Hetet,1,Fijian Drua,2024,88,241,133,106,0,0,0,594,0,0,0,10,0,0,62,7,0,54,65,24,6,5,46,1
450d79ac-cefa-48bd-8311-fa11634b6344,Hamilton Burr,6,Chiefs,2024,2,9,4,5,0,0,0,20,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0
7f20713d-8334-4559-81ff-b9d3b9f16c39,Hamish Stewart,12,Western Force,2024,172,454,206,246,2,6,7,1066,1,2,3,12,3,0,196,21,2,84,274,31,10,8,77,2
c76ccd71-e559-44d8-8299-77bcd54ad486,Harrison Goddard,9,ACT Brumbies,2024,23,141,69,69,1,1,0,325,1,2,1,1,1,0,20,10,3,20,58,6,7,3,10,1
c76ccd71-e559-44d8-8299-77bcd54ad486,Harrison Goddard,16,ACT Brumbies,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
f0937451-e17b-4f94-bf7c-7148b01d2c03,Harry Godfrey,15,Hurricanes,2024,54,71,35,35,1,0,0,151,1,5,1,3,0,0,5,3,0,22,147,7,5,0,14,1
1502b8e4-9f6a-4017-b1c2-347921b184ba,Harry Hoopert,1,Western Force,2024,14,57,24,33,0,0,0,123,0,0,0,1,1,0,27,4,0,10,18,3,0,0,9,0
d4c9cf93-d07f-45f2-a619-240f6663a588,Harry Johnson-Holmes,1,NSW Waratahs,2024,20,31,15,17,0,0,0,76,0,0,0,0,0,0,14,0,0,10,6,5,0,4,11,0
d4c9cf93-d07f-45f2-a619-240f6663a588,Harry Johnson-Holmes,3,NSW Waratahs,2024,46,216,98,117,0,0,0,512,0,0,0,2,1,0,88,11,0,34,39,11,3,9,33,0
077ebc38-ebb1-45e5-b087-d4210e7b6d91,Harry Lloyd,1,NSW Waratahs,2024,0,19,9,10,0,0,0,47,0,0,0,0,0,0,6,3,0,1,1,0,0,2,1,0
61c5bcdd-55a0-4260-af1e-016a01638963,Harry McLaughlin-Phillips,12,Reds,2024,17,14,7,7,0,0,0,28,0,0,0,1,0,0,5,0,0,3,11,2,0,0,3,0
61c5bcdd-55a0-4260-af1e-016a01638963,Harry McLaughlin-Phillips,16,Reds,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
61c5bcdd-55a0-4260-af1e-016a01638963,Harry McLaughlin-Phillips,10,Reds,2024,56,78,46,34,2,0,0,178,0,0,1,7,1,0,19,5,3,18,86,7,2,0,12,1
14178688-d311-43d6-ac44-ec01fc74ec8f,Harry Plummer,11,Blues,2024,14,7,3,4,0,0,0,16,0,1,0,1,0,0,1,0,1,1,14,0,0,0,0,0
14178688-d311-43d6-ac44-ec01fc74ec8f,Harry Plummer,10,Blues,2024,98,273,147,124,0,0,0,608,0,1,1,11,0,0,34,3,5,55,256,17,8,2,35,1
14178688-d311-43d6-ac44-ec01fc74ec8f,Harry Plummer,12,Blues,2024,30,104,54,50,0,10,0,240,0,3,1,3,1,0,26,7,1,15,77,3,4,0,7,0
14178688-d311-43d6-ac44-ec01fc74ec8f,Harry Plummer,13,Blues,2024,6,36,18,18,0,0,0,78,0,0,0,1,0,0,8,2,0,1,5,1,2,1,1,0
a804cc33-2acd-4323-9bf2-951913b9f72c,Harry Potter,14,Western Force,2024,184,120,57,63,0,0,0,286,1,5,2,11,0,0,28,10,2,31,337,16,6,3,20,1
a804cc33-2acd-4323-9bf2-951913b9f72c,Harry Potter,15,Western Force,2024,26,41,18,23,0,0,0,100,0,0,0,3,0,0,5,1,1,14,54,5,3,1,9,1
0dab82db-0f35-42be-9ec2-996e8e96cde4,Harry Vella,1,ACT Brumbies,2024,24,102,49,51,0,13,6,239,0,0,0,0,0,0,32,4,0,13,12,2,2,7,13,0
3a97321a-eff6-4303-b0ae-81e6ec4495b5,Harry Wilson,14,NSW Waratahs,2024,2,9,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0
3a97321a-eff6-4303-b0ae-81e6ec4495b5,Harry Wilson,13,NSW Waratahs,2024,28,45,21,26,0,0,0,111,1,1,1,1,0,0,11,3,0,10,44,4,0,0,7,0
9337f370-6055-4e54-9bf0-0c589afa1fdb,Harry Wilson,8,Reds,2024,281,347,173,175,1,0,0,787,2,5,2,12,1,0,132,16,15,139,422,49,15,2,108,1
3a97321a-eff6-4303-b0ae-81e6ec4495b5,Harry Wilson,12,NSW Waratahs,2024,1,5,3,3,0,0,0,14,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0
ddcef75b-a24c-4e94-8221-56efd9f22ffe,Hayden Michaels,7,Highlanders,2024,0,7,2,5,0,3,2,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
e4c0b77f-5742-4315-a3e9-4f76f8e4a293,Hayden Thompson-Stringer,1,NSW Waratahs,2024,52,147,68,80,0,0,0,350,0,0,1,4,1,0,56,1,2,25,35,6,3,7,22,0
18ddd4bb-707a-484b-b8c4-446ee6139a38,Henry Bell,2,Highlanders,2024,95,321,164,156,0,11,1,753,0,0,1,2,0,0,122,19,2,60,110,17,2,3,58,1
6635112c-b852-413e-b4d7-6147a22234cb,Henry O'Donnell,11,Western Force,2024,10,29,13,16,0,0,0,63,0,0,1,1,0,0,7,2,0,8,23,4,3,0,4,1
6635112c-b852-413e-b4d7-6147a22234cb,Henry O'Donnell,14,Western Force,2024,0,4,2,2,0,0,0,7,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
4f8c10f0-9e10-4684-b741-46ec7097a23a,Henry Robertson,9,Western Force,2024,1,25,12,13,0,0,0,56,0,0,0,0,0,0,4,2,0,1,0,1,0,1,1,0
549bf9fd-107f-40c9-aa81-2d169106fd20,Henry Taefu,13,Moana Pasifika,2024,69,194,94,101,0,15,8,479,2,2,1,5,5,0,42,14,4,28,102,11,4,1,19,0
549bf9fd-107f-40c9-aa81-2d169106fd20,Henry Taefu,11,Moana Pasifika,2024,1,31,15,16,0,0,0,70,0,0,0,1,0,0,7,1,0,3,5,2,0,0,3,0
aca2bbf0-a887-4df4-bd21-68530b70981a,Heremaia Murray,11,Crusaders,2024,49,55,28,27,0,0,0,144,0,5,0,8,0,0,11,1,3,18,152,6,3,0,8,0
aca2bbf0-a887-4df4-bd21-68530b70981a,Heremaia Murray,14,Crusaders,2024,0,6,2,4,0,0,0,15,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0
9bea129c-32b2-4b1c-b561-d4fcc1e4d064,Hoskins Sotutu,8,Blues,2024,308,436,236,199,0,15,2,958,11,5,1,26,6,0,118,16,21,120,621,44,13,11,78,1
6f0c1ab8-f6ef-4909-8eb2-b3cf9ede637b,Hudson Creighton,12,ACT Brumbies,2024,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6f0c1ab8-f6ef-4909-8eb2-b3cf9ede637b,Hudson Creighton,13,ACT Brumbies,2024,43,131,61,69,1,0,0,316,2,3,1,4,0,0,25,12,5,17,122,8,3,0,5,1
62224923-da1d-47df-b531-9baaab756e4e,Hugh Renton,8,Highlanders,2024,40,78,33,43,0,0,0,182,0,0,0,2,1,0,49,10,0,17,73,6,0,4,17,1
aeaab029-43a2-4e43-97ba-6dc9e3bd9e4c,Hugh Sinclair,4,NSW Waratahs,2024,36,91,46,48,0,0,0,210,1,1,0,0,2,0,38,5,1,16,26,8,1,0,9,0
aeaab029-43a2-4e43-97ba-6dc9e3bd9e4c,Hugh Sinclair,8,NSW Waratahs,2024,0,29,12,17,0,0,0,68,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
aeaab029-43a2-4e43-97ba-6dc9e3bd9e4c,Hugh Sinclair,5,NSW Waratahs,2024,21,115,62,50,0,10,1,276,1,0,0,1,1,0,31,3,0,19,30,6,3,1,18,0
aeaab029-43a2-4e43-97ba-6dc9e3bd9e4c,Hugh Sinclair,7,NSW Waratahs,2024,7,27,15,12,0,0,0,70,0,0,0,0,0,0,7,0,0,2,7,1,0,2,2,0
