fixture_mid,fixture_teams,player_mid,player_name,position_id,team_name,fixture_year,total_carry_metres_post_contact,total_ballinplay_minutes,total_att_minutes,total_def_minutes,total_kick_errors,total_ruck_arrivals_attack_first2,total_ruck_arrivals_defence_first2,total_minutes_played,total_tries,total_linebreaks,total_supported_breaks,total_defenders_beaten,total_jackals_success,total_intercepts,total_tackles_made,total_tackles_missed,total_offloads,total_carries,total_carry_metres,total_carries_dominant,total_turnovers_conceded,total_penalties_conceded,total_rucks_won,total_rucks_lost
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,47543c89-a604-4ca1-ba0a-e48d169a303b,Ricky Riccitelli,2,Blues,2024,10,16,10,7,0,0,0,32,1,0,0,1,0,0,5,3,0,11,16,9,0,1,8,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,2479c601-768e-4b8a-91a2-8f386c56ca4f,Tyrel Lomax,3,Hurricanes,2024,1,27,11,16,0,0,0,60,0,0,0,0,0,0,10,3,0,3,0,1,1,1,3,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,6e80d3db-2dc8-4be0-ae1e-251d060bb3b0,Devan Flanders,6,Hurricanes,2024,1,13,6,7,0,0,0,26,0,0,0,0,0,0,6,1,0,2,8,1,0,0,2,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,3e7f2081-6846-45a2-a33c-f6b82a178273,Billy Proctor,13,Hurricanes,2024,16,39,17,22,0,0,0,80,0,0,0,1,0,0,19,1,0,9,28,6,1,0,9,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,8d95c8a9-644e-4173-9628-db6576dfa8a5,TJ Perenara,9,Hurricanes,2024,0,8,3,5,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,43fd0983-a295-4e56-9fd2-16f39e8c3b39,Peter Lakai,7,Hurricanes,2024,19,39,17,22,0,0,0,80,0,1,0,2,1,0,14,4,0,11,29,8,1,0,10,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,a88e066b-02a3-4b0c-86fc-c0827ef17d37,Ruben Love,15,Hurricanes,2024,17,39,17,22,0,0,0,80,0,3,1,2,0,0,7,2,1,9,72,1,1,0,5,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,14178688-d311-43d6-ac44-ec01fc74ec8f,Harry Plummer,12,Blues,2024,22,39,22,17,0,0,0,80,0,1,0,1,0,0,5,0,0,5,26,2,2,0,2,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,505688ce-c324-4960-a492-8967e664fe90,Cam Roigard,9,Hurricanes,2024,61,31,14,17,0,0,0,70,0,1,0,8,0,0,12,3,1,9,64,1,2,0,5,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,8b00b677-2e4e-482d-b32f-82298eb241ad,Akira Ioane,8,Blues,2024,19,29,17,12,0,0,0,65,0,0,0,3,0,0,8,0,0,7,28,6,1,0,7,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,1021bc2d-5ca5-4736-86a0-e27b837131f4,Finlay Christie,9,Blues,2024,3,39,22,17,0,0,0,80,0,0,1,2,0,0,11,2,2,6,25,2,1,0,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,605cbd31-6e8a-45cd-9de9-05c2e78b419a,James O'Reilly,2,Hurricanes,2024,2,7,3,4,0,0,0,9,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,2870a681-acb8-461a-967c-20c8fe6de4df,Jordan Lay,1,Blues,2024,0,1,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,63da89e9-b250-4d45-a78f-e37ea292b35d,Kurt Eklund,2,Blues,2024,2,22,12,10,0,0,0,48,1,0,0,0,0,0,12,0,0,5,3,1,0,1,3,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,adb9bff1-55f1-4c64-ac81-bd054d89def5,Josh Fusitu'a,1,Blues,2024,6,21,11,9,0,0,0,40,0,0,0,0,0,0,5,1,0,8,6,4,1,1,9,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,9bea129c-32b2-4b1c-b561-d4fcc1e4d064,Hoskins Sotutu,8,Blues,2024,6,16,10,7,0,0,0,32,0,0,0,0,1,0,3,1,0,4,33,3,0,0,3,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,fb1dbe25-668a-4c8f-977c-c64a47578899,Cole Forbes,15,Blues,2024,12,30,18,12,0,0,0,65,0,0,0,2,0,0,4,1,0,8,33,2,2,0,4,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,c983519a-4a56-4fc6-bfa3-b1396fa2f644,Anton Segner,6,Blues,2024,12,22,12,10,0,0,0,48,0,0,0,3,1,0,5,0,0,7,29,6,2,0,8,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,7765e8a1-a7de-4634-a0fc-f47195f00e70,Rieko Ioane,13,Blues,2024,18,39,22,17,0,0,0,80,0,0,0,1,0,0,8,4,1,14,41,9,1,0,11,1
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,cd1b2fff-50eb-4735-8b57-49a381fcbf15,AJ Lam,11,Blues,2024,21,9,4,5,0,0,0,15,0,0,1,2,0,0,2,0,1,2,20,1,0,0,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,1deb0a83-97ec-46f8-a4aa-39f17ea4f42c,Pasilio Tosi,3,Hurricanes,2024,2,12,6,6,0,0,0,20,0,1,0,0,0,0,7,0,0,2,22,1,0,1,2,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,3f4ec460-2905-4fec-b3b9-1c0c3305d1d3,Salesi Rayasi,12,Hurricanes,2024,1,8,3,5,0,0,0,10,0,0,0,0,0,0,2,0,1,2,1,1,0,0,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,c2e3fd39-b3d3-43df-9d88-1ab5ae19433b,Kini Naholo,11,Hurricanes,2024,24,31,14,17,0,0,0,70,1,1,1,4,0,0,6,2,1,7,27,3,1,0,4,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,5c3ae81c-7fe7-4f67-9e48-bf36abcf4f6a,Tevita Mafileo,1,Hurricanes,2024,5,22,10,12,0,0,0,48,0,0,0,0,0,0,7,4,0,4,0,0,0,0,4,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,9139a07f-a655-4537-86bb-02f32caf041c,Peter Umaga-Jensen,11,Hurricanes,2024,2,8,3,5,0,0,0,10,0,0,0,0,0,0,2,1,0,2,2,1,0,0,2,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,c69d2be0-586e-4230-8115-9e51d1f82b77,Xavier Numia,1,Hurricanes,2024,17,16,7,10,0,0,0,32,0,0,0,6,1,0,6,0,1,4,20,4,0,1,3,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,997eaa76-8698-49ee-aec1-385707071ba9,Joshua Moorby,14,Hurricanes,2024,16,39,17,22,0,0,0,80,2,1,0,3,0,0,12,3,0,6,30,2,0,0,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,fd465dc6-684e-4d5b-b0b8-c97420c2eb72,TK Howden,6,Hurricanes,2024,4,25,11,15,0,0,0,54,0,0,0,1,0,0,19,1,0,5,7,2,1,1,4,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,04566a83-8307-4a9e-8376-bfd498006c5d,Zarn Sullivan,15,Blues,2024,25,9,4,5,0,0,0,15,0,1,0,3,0,0,0,0,2,4,47,3,1,0,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,b4535573-376b-48be-9f30-52a04931de02,Laghlan McWhannell,5,Blues,2024,14,39,22,17,0,0,0,80,0,0,0,1,0,1,12,8,0,8,29,3,0,0,8,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,0ab185b2-e3f6-4d19-8569-ecb97a14afdd,Cameron Suafoa,4,Blues,2024,15,39,22,17,0,0,0,80,0,0,0,2,0,0,9,1,1,10,13,4,0,1,8,1
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,4f32c279-a3ed-4c4b-8f57-ee0eff24b8df,Riley Higgins,12,Hurricanes,2024,35,31,14,17,0,0,0,70,1,0,1,1,1,0,9,1,1,7,58,3,1,0,5,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,98891cd7-ba3d-475c-ba1b-311bfb581c45,Angus Ta'avao,3,Blues,2024,2,17,11,7,0,0,0,36,0,0,0,0,0,0,4,1,0,2,2,1,1,0,2,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,5b25d2fd-6117-454c-9643-35d93f738c57,Isaia Walker-Leawere,5,Hurricanes,2024,8,39,17,22,0,0,0,80,0,0,0,2,0,0,24,3,0,5,15,2,0,2,6,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,a39f3280-7ac5-4603-a480-da79f5c903ab,Adrian Choat,7,Blues,2024,0,10,5,5,0,0,0,15,0,0,0,0,0,0,9,1,0,1,0,0,0,0,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,8c5e7520-7803-453d-9eed-ebe79a816575,Caleb Delany,4,Hurricanes,2024,3,15,6,9,0,0,0,31,0,0,0,0,0,0,9,1,0,5,2,1,1,0,3,1
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,abcd2f17-548a-4a6a-ac8d-78ecef80990e,Stephen Perofeta,10,Blues,2024,31,39,22,17,1,0,0,80,0,1,0,4,0,0,3,2,3,17,79,10,1,0,9,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,3eec91f0-ec0b-464b-af60-9ecf4387b51b,Mark Tele'a,14,Blues,2024,15,31,17,14,0,0,0,70,1,1,1,6,0,1,3,2,2,19,104,9,4,2,7,2
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,0b7e9792-a3de-4f40-a1e4-ddadfeb0cb00,Asafo Aumua,2,Hurricanes,2024,1,32,14,18,0,0,0,71,0,0,0,0,0,0,8,1,1,2,4,1,1,1,1,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,83893e9a-470c-4146-b1fe-53cce5666da1,Josh Beehre,6,Blues,2024,6,8,5,3,0,0,0,10,0,0,0,0,0,0,2,0,0,6,12,4,0,0,5,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,23054f8d-5a34-41d3-89c8-6653efc8168f,Dalton Papali'i,7,Blues,2024,1,39,22,17,0,0,0,80,0,0,0,0,1,0,16,2,0,3,2,2,0,0,3,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,f1352b96-3961-4a3a-840e-058d815bdc81,Marcel Renata,3,Blues,2024,11,39,22,17,0,0,0,80,0,0,0,1,0,0,12,2,1,9,18,5,0,2,8,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,43402449-d52b-46b1-b086-399a2ff06df4,Taufa Funaki,11,Blues,2024,9,30,18,12,0,0,0,65,0,0,1,3,0,0,6,0,1,5,36,4,0,0,4,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,a1366640-e7a6-46b7-ad3d-a2f8fb503431,Brett Cameron,10,Hurricanes,2024,0,39,17,22,1,0,0,80,0,0,0,0,0,0,2,0,0,5,49,0,2,0,0,0
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,1a2ce62a-c2d3-45a4-af30-cc49ba0fc0bf,Brayden Iose,8,Hurricanes,2024,13,39,17,22,0,0,0,80,0,1,0,1,0,0,21,2,1,11,36,5,1,2,6,2
01506546-a187-47f0-860d-db4b999d6eb4,2024-03-09 Hurricanes v Blues,201c05f0-1a94-4feb-b920-d9b54d822158,James Tucker,4,Hurricanes,2024,0,24,10,13,0,0,0,49,0,0,0,0,0,0,16,2,0,0,0,0,0,1,0,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,14178688-d311-43d6-ac44-ec01fc74ec8f,Harry Plummer,13,Blues,2024,6,36,18,18,0,0,0,78,0,0,0,1,0,0,8,2,0,1,5,1,2,1,1,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,a9a7bc58-2608-449b-ab6f-e04d1d56de6f,Caleb Clarke,11,Blues,2024,27,37,19,18,0,0,0,80,0,1,0,2,0,0,5,1,0,14,79,11,0,0,12,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,68f4741d-b1b6-4588-bc06-2d8666936fb6,Soane Vikena,2,Blues,2024,3,10,4,7,0,0,0,21,0,0,0,0,0,0,6,0,0,2,1,1,0,0,2,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,95a5a734-74a8-4dcc-8095-b3bab4e87503,Jay Fonokalafi,2,NSW Waratahs,2024,3,3,3,1,0,0,0,6,1,0,0,0,0,0,0,0,0,3,3,1,0,0,2,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,bea93ec8-6cee-4a59-ba98-cbada164b2bc,Dylan Pietsch,11,NSW Waratahs,2024,31,37,18,19,0,0,0,80,0,1,0,3,0,0,5,0,0,8,65,5,1,0,6,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,4daf3dcf-e380-4984-acb1-ef81d9a7124b,Joey Walton,12,NSW Waratahs,2024,22,37,18,19,0,0,0,80,0,0,0,3,0,0,8,2,1,12,44,7,0,0,9,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,cb76e89e-df60-4dc0-9c9d-ed21797d5ba0,Angus Bell,1,NSW Waratahs,2024,21,24,12,12,0,0,0,51,0,0,0,3,0,0,10,0,0,10,10,9,2,3,8,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,6fabe747-16a7-4773-bbbe-1da75ee58b41,Ned Hanigan,6,NSW Waratahs,2024,17,37,18,19,0,0,0,80,0,0,0,1,0,0,14,0,1,9,11,7,1,0,8,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,9bea129c-32b2-4b1c-b561-d4fcc1e4d064,Hoskins Sotutu,8,Blues,2024,20,37,19,18,0,0,0,80,0,0,0,1,0,0,12,1,2,7,71,6,2,1,5,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,23054f8d-5a34-41d3-89c8-6653efc8168f,Dalton Papali'i,7,Blues,2024,13,25,13,11,0,0,0,54,0,0,0,2,2,0,10,1,0,4,30,3,1,0,4,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,04566a83-8307-4a9e-8376-bfd498006c5d,Zarn Sullivan,15,Blues,2024,15,37,19,18,0,0,0,80,1,1,0,1,0,0,0,0,3,11,64,4,0,0,5,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,63da89e9-b250-4d45-a78f-e37ea292b35d,Kurt Eklund,2,Blues,2024,13,27,15,12,0,0,0,59,0,0,0,1,0,0,7,3,1,11,37,7,0,0,8,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,7765e8a1-a7de-4634-a0fc-f47195f00e70,Rieko Ioane,13,Blues,2024,14,1,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,1,13,1,1,0,0,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,98891cd7-ba3d-475c-ba1b-311bfb581c45,Angus Ta'avao,3,Blues,2024,1,14,7,8,0,0,0,31,0,0,0,0,0,0,9,0,0,1,5,1,0,0,1,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,adb9bff1-55f1-4c64-ac81-bd054d89def5,Josh Fusitu'a,1,Blues,2024,5,14,7,8,0,0,0,31,0,0,0,0,0,0,10,1,0,4,9,3,1,0,4,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,abcd2f17-548a-4a6a-ac8d-78ecef80990e,Stephen Perofeta,10,Blues,2024,12,37,19,18,0,0,0,80,0,0,0,1,0,0,7,1,2,7,34,3,2,0,2,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,82f50147-fd75-4bba-bc7c-68234f83541a,Triston Reilly,14,NSW Waratahs,2024,18,37,18,19,0,0,0,80,0,0,1,3,0,0,11,2,0,4,33,3,1,2,3,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,5af36f9e-5fdb-4405-b52b-6faa3ae9bbf2,Fergus Lee-Warner,5,NSW Waratahs,2024,4,23,11,12,0,0,0,50,0,0,0,0,0,0,17,0,0,4,0,0,0,0,3,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,ae6946a9-9513-47e6-8cc0-f9b10f7ed108,Tane Edmed,10,NSW Waratahs,2024,9,37,18,19,0,0,0,80,0,0,0,1,0,0,5,1,0,8,49,4,2,0,5,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,0ab185b2-e3f6-4d19-8569-ecb97a14afdd,Cameron Suafoa,6,Blues,2024,1,6,1,5,0,0,0,14,0,0,0,0,0,0,6,1,0,1,1,1,0,0,1,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,fcd42410-eea4-433e-928b-fd3a7b5dbba7,Langi Gleeson,8,NSW Waratahs,2024,6,27,12,15,0,0,0,59,0,0,0,0,0,0,8,1,0,3,25,2,0,1,2,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,0d9dd14e-f54d-478b-b8ff-e8793186342d,Tom Ross,3,NSW Waratahs,2024,5,10,7,4,0,0,0,21,0,0,0,0,0,0,1,1,0,4,3,1,0,0,4,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,58c798aa-84e9-48e2-b2ba-a019d6a2eb1a,Ofa Tu'ungafasi,1,Blues,2024,8,23,12,10,0,0,0,49,1,0,0,0,0,0,10,2,0,7,15,4,0,0,6,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,79293c58-17d8-4768-b1a8-aa040d4a0ea4,Mark Nawaqanitawase,15,NSW Waratahs,2024,38,37,18,19,0,0,0,80,0,1,1,4,0,0,2,0,2,11,87,7,2,0,7,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,b4535573-376b-48be-9f30-52a04931de02,Laghlan McWhannell,5,Blues,2024,8,37,19,18,0,0,0,80,0,0,0,0,0,0,15,3,0,8,12,4,0,1,6,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,29e3c2bc-de03-4572-bcf1-ca0d06cf0ffd,Lachlan Swinton,6,NSW Waratahs,2024,7,10,7,4,0,0,0,21,0,0,0,1,0,0,5,1,0,3,4,2,0,0,4,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,f1352b96-3961-4a3a-840e-058d815bdc81,Marcel Renata,3,Blues,2024,6,23,12,10,0,0,0,49,0,0,0,0,0,0,10,0,2,4,7,3,1,0,1,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,b3e81da9-e1ff-4be2-9ba7-0e1041eab2dc,Jed Holloway,4,NSW Waratahs,2024,4,27,12,15,0,0,0,59,0,0,0,0,0,0,9,1,0,3,2,1,0,0,3,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,d4c9cf93-d07f-45f2-a619-240f6663a588,Harry Johnson-Holmes,3,NSW Waratahs,2024,2,27,12,15,0,0,0,59,0,0,0,0,0,0,18,1,0,2,1,1,0,3,1,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,3a97321a-eff6-4303-b0ae-81e6ec4495b5,Harry Wilson,13,NSW Waratahs,2024,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,de971257-3a14-403e-bb1f-b0f720748278,Julian Heaven,2,NSW Waratahs,2024,4,34,15,18,0,0,0,74,0,0,0,0,0,0,17,0,0,4,0,0,1,0,4,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,a70d5c29-5fbc-44af-880d-dbb3bff81d86,Miles Amatosero,5,NSW Waratahs,2024,9,10,7,4,0,0,0,21,0,0,0,0,0,0,5,0,0,5,6,3,0,1,4,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,6b907e37-2c0b-4cb5-a294-b3949421866c,Bryce Heem,12,Blues,2024,7,30,17,13,0,0,0,64,0,1,0,2,0,0,6,2,1,7,20,2,1,0,4,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,aeaab029-43a2-4e43-97ba-6dc9e3bd9e4c,Hugh Sinclair,4,NSW Waratahs,2024,2,14,8,7,0,0,0,30,0,0,0,0,1,0,3,1,0,3,2,1,0,0,1,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,6df51c0e-7b38-4f5c-b787-6196f4c458bd,Sam Nock,16,Blues,2024,,0,0,0,,,,0,,,,,,,,,,,,,,,,
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,83893e9a-470c-4146-b1fe-53cce5666da1,Josh Beehre,4,Blues,2024,13,37,19,18,0,0,0,80,0,1,0,0,0,0,15,3,1,10,18,8,1,1,9,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,051e28a6-ee29-4405-afb9-6ce55bb5dcd8,Jake Gordon,9,NSW Waratahs,2024,18,33,15,18,0,0,0,72,0,0,0,2,0,0,15,2,0,6,26,4,1,2,3,1
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,e4c0b77f-5742-4315-a3e9-4f76f8e4a293,Hayden Thompson-Stringer,1,NSW Waratahs,2024,2,13,7,6,0,0,0,29,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,1021bc2d-5ca5-4736-86a0-e27b837131f4,Finlay Christie,9,Blues,2024,2,37,19,18,0,0,0,80,0,0,0,0,0,0,12,3,1,1,10,1,2,1,0,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,3eec91f0-ec0b-464b-af60-9ecf4387b51b,Mark Tele'a,14,Blues,2024,17,37,19,18,0,0,0,80,0,2,0,0,1,0,11,1,1,11,67,9,1,1,8,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,8b00b677-2e4e-482d-b32f-82298eb241ad,Akira Ioane,6,Blues,2024,17,31,17,13,0,0,0,66,0,0,0,2,0,0,10,3,0,9,34,5,1,3,8,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,c983519a-4a56-4fc6-bfa3-b1396fa2f644,Anton Segner,7,Blues,2024,18,12,5,7,0,0,0,26,0,0,0,4,0,0,6,1,0,5,18,4,0,0,5,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,fb1dbe25-668a-4c8f-977c-c64a47578899,Cole Forbes,12,Blues,2024,0,7,1,6,0,0,0,16,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,01165233-9d66-471b-bff3-f1a26938beab,Jack Grant,9,NSW Waratahs,2024,0,4,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,276e62e5-af74-4c83-a574-c9f09a29443d,Charlie Gamble,7,NSW Waratahs,2024,22,37,18,19,0,0,0,80,0,0,0,2,2,0,12,2,2,10,44,7,0,2,7,0
0235f1fc-5c68-4456-9ec3-da0ff022d3b8,2024-03-16 NSW Waratahs v Blues,cbeebf9e-46fa-41b1-982a-5bdc6455cedb,Izaia Perese,13,NSW Waratahs,2024,39,36,18,18,0,0,0,78,0,1,0,7,0,0,9,3,2,7,51,5,1,1,4,0
044a13e8-6edc-4146-9744-47f80713bc0f,2024-06-08 ACT Brumbies v Highlanders,a25cf2a6-8e33-4403-a95a-c0576c80e13f,Sam Gilbert,12,Highlanders,2024,21,36,16,20,0,7,3,80,0,0,0,0,0,0,11,2,0,5,15,5,0,1,5,0
044a13e8-6edc-4146-9744-47f80713bc0f,2024-06-08 ACT Brumbies v Highlanders,c24ec11b-0f5d-4c34-9d83-15e73d22256c,Luke Reimer,7,ACT Brumbies,2024,3,13,5,7,0,8,8,25,0,0,0,1,1,0,5,0,0,2,1,0,0,0,2,0
044a13e8-6edc-4146-9744-47f80713bc0f,2024-06-08 ACT Brumbies v Highlanders,39f6ffe5-8df0-4c79-98c3-dbb92095b37c,Ollie Sapsford,13,ACT Brumbies,2024,0,4,1,4,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
044a13e8-6edc-4146-9744-47f80713bc0f,2024-06-08 ACT Brumbies v Highlanders,c76ccd71-e559-44d8-8299-77bcd54ad486,Harrison Goddard,9,ACT Brumbies,2024,2,13,5,7,0,0,1,25,0,0,0,1,0,0,4,0,1,1,3,0,0,0,0,0
044a13e8-6edc-4146-9744-47f80713bc0f,2024-06-08 ACT Brumbies v Highlanders,9e915047-6e7b-49df-b228-766b96ea3656,Charlie Cale,8,ACT Brumbies,2024,16,24,15,9,0,5,5,55,0,1,0,0,0,0,2,0,0,9,42,5,1,0,6,1
