fixture_mid,fixture_teams,player_mid,player_name,position_id,team_name,fixture_year,total_carry_metres_post_contact,total_ballinplay_minutes,total_att_minutes,total_def_minutes,total_kick_errors,total_ruck_arrivals_attack_first2,total_ruck_arrivals_defence_first2,total_minutes_played,total_tries,total_linebreaks,total_supported_breaks,total_defenders_beaten,total_jackals_success,total_intercepts,total_tackles_made,total_tackles_missed,total_offloads,total_carries,total_carry_metres,total_carries_dominant,total_turnovers_conceded,total_penalties_conceded,total_rucks_won,total_rucks_lost
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,e594ffac-a6ff-42cc-a112-c8507d882c81,Ratu Rotuisolia,5,Fijian Drua,2024,9,35,17,18,0,0,0,88,0,0,0,0,0,0,15,1,0,9,10,5,1,0,9,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,0d9dd14e-f54d-478b-b8ff-e8793186342d,Tom Ross,3,NSW Waratahs,2024,2,17,10,6,0,0,0,37,0,0,0,0,0,0,6,1,0,5,0,1,0,0,5,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,4c7057e2-4557-4aad-9d25-0fc2f51402bb,Vilive Miramira,7,Fijian Drua,2024,25,15,9,6,0,0,0,40,0,0,0,3,0,0,4,1,0,7,40,5,0,0,6,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,44ac385f-c66a-49c7-8c44-79047a70e54b,Isaiah Armstrong-Ravula,10,Fijian Drua,2024,13,35,17,18,1,0,0,88,0,2,0,0,0,0,4,1,1,5,56,2,2,1,1,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,b0b7cce1-7aeb-4b07-ab72-7b3160f0aa15,Tevita Ikanivere,2,Fijian Drua,2024,16,25,12,12,0,0,0,67,1,0,0,0,0,0,10,0,0,7,39,7,1,1,5,1
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,ac5b2eb3-36b1-4122-a5d7-f1249fea1040,Emosi Tuqiri,1,Fijian Drua,2024,2,10,4,6,0,0,0,21,0,0,0,0,0,0,5,0,0,2,1,0,1,0,2,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,c91ca0a0-8939-49c4-901e-2c81c7225231,Peni Matawalu,9,Fijian Drua,2024,0,11,4,7,0,0,0,22,0,0,0,0,0,0,5,0,1,2,0,1,0,2,1,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,276e62e5-af74-4c83-a574-c9f09a29443d,Charlie Gamble,7,NSW Waratahs,2024,3,35,18,17,0,0,0,88,1,0,1,0,1,0,7,1,2,7,26,2,0,0,4,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,6fabe747-16a7-4773-bbbe-1da75ee58b41,Ned Hanigan,6,NSW Waratahs,2024,41,35,18,17,0,0,0,88,0,1,1,3,0,0,7,1,1,10,35,6,0,0,8,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,bea93ec8-6cee-4a59-ba98-cbada164b2bc,Dylan Pietsch,11,NSW Waratahs,2024,4,35,18,17,0,0,0,88,0,1,0,1,1,0,6,1,0,5,44,3,1,0,2,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,79293c58-17d8-4768-b1a8-aa040d4a0ea4,Mark Nawaqanitawase,14,NSW Waratahs,2024,2,31,16,15,0,0,0,77,0,0,0,0,0,0,5,2,1,2,26,1,0,1,1,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,d4c9cf93-d07f-45f2-a619-240f6663a588,Harry Johnson-Holmes,3,NSW Waratahs,2024,2,18,8,10,0,0,0,50,0,0,0,0,0,0,7,0,0,3,2,0,1,0,3,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,aeaab029-43a2-4e43-97ba-6dc9e3bd9e4c,Hugh Sinclair,5,NSW Waratahs,2024,8,17,10,6,0,0,0,37,0,0,0,1,0,0,1,0,0,6,12,2,0,1,6,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,26968e39-3693-4747-8ec9-5c1a1be803dc,Taniela Rakuro,11,Fijian Drua,2024,3,25,12,12,0,0,0,67,0,2,0,0,0,0,2,1,1,5,56,3,2,0,3,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,fb99de1b-4c89-4da6-9cfe-8721d945856a,Max Jorgensen,15,NSW Waratahs,2024,17,35,18,17,0,0,0,88,0,1,0,1,0,0,3,1,1,3,41,2,4,0,0,1
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,3cf98c8f-78ed-4144-9aa3-33f17b9b40cd,Meli Derenalagi,8,Fijian Drua,2024,5,18,10,8,0,0,0,50,0,0,0,0,0,0,4,1,0,4,28,2,0,1,3,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,4ba1e4ec-af15-4787-9b67-3ea298fa84c4,Haereiti Hetet,1,Fijian Drua,2024,4,25,12,12,0,0,0,67,0,0,0,0,0,0,6,1,0,4,3,3,1,0,3,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,9a639f35-0843-4d08-ab90-5b6f5a54e6d7,Kitione Salawa,8,Fijian Drua,2024,15,16,7,10,0,0,0,37,0,0,0,1,0,0,10,2,0,3,16,2,0,1,3,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,d9e58ce7-b1d2-44e2-a6af-5d74e884909d,Mesake Vocevoce,4,Fijian Drua,2024,9,35,17,18,0,0,0,88,0,0,0,0,0,0,6,0,0,7,4,4,0,1,7,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,051e28a6-ee29-4405-afb9-6ce55bb5dcd8,Jake Gordon,9,NSW Waratahs,2024,9,35,18,17,0,0,0,88,0,0,0,1,0,0,11,1,0,5,36,2,0,2,4,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,82f50147-fd75-4bba-bc7c-68234f83541a,Triston Reilly,13,NSW Waratahs,2024,20,14,9,6,0,0,0,33,0,0,1,1,0,0,2,1,0,1,21,1,0,0,1,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,fcd42410-eea4-433e-928b-fd3a7b5dbba7,Langi Gleeson,8,NSW Waratahs,2024,7,18,8,10,0,0,0,50,0,0,0,0,0,0,5,1,0,4,8,3,0,0,4,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,4cff0c42-3dbc-41a4-b721-f33397272323,Samuela Tawake,3,Fijian Drua,2024,2,14,6,8,0,0,0,30,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,a672598a-78de-440f-8eee-de7cfda2ee9b,Te Ahiwaru Cirikidaveta,6,Fijian Drua,2024,1,17,6,10,0,0,0,38,0,0,0,0,0,0,13,1,0,1,2,0,0,1,1,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,cbeebf9e-46fa-41b1-982a-5bdc6455cedb,Izaia Perese,13,NSW Waratahs,2024,2,20,9,11,0,0,0,55,0,1,1,1,0,0,7,2,2,3,8,0,0,1,0,0
183c2d20-eddc-4948-a729-2f0cfaf474ba,2024-03-23 Fijian Drua v NSW Waratahs,ae6946a9-9513-47e6-8cc0-f9b10f7ed108,Tane Edmed,10,NSW Waratahs,2024,12,35,18,17,1,0,0,88,0,0,1,1,0,0,8,0,1,5,20,1,0,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,d22cb7c5-b5a7-453c-a105-b4c5fbbdaaa1,Zane Nonggorr,3,Reds,2024,7,21,10,11,0,0,0,47,1,0,0,0,0,0,7,3,0,6,5,2,0,0,5,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,24e8e811-830f-4d22-8a5e-4d9c2e6e397a,Josh Flook,13,Reds,2024,44,40,19,21,0,0,0,86,1,1,0,3,0,0,15,2,1,7,56,2,2,0,3,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,edaac33b-19b9-41f1-81a7-5a4cb47f16fb,Tate McDermott,9,Reds,2024,9,40,19,21,0,0,0,86,1,0,0,1,0,0,12,6,0,6,14,3,1,0,4,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,31e77ef0-e4cb-4da6-b404-e77d0f3ec2c2,Jordan Petaia,15,Reds,2024,13,26,12,13,0,0,0,58,0,0,0,1,0,0,1,3,0,8,65,0,1,1,4,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,a1366640-e7a6-46b7-ad3d-a2f8fb503431,Brett Cameron,10,Hurricanes,2024,3,40,21,19,0,0,0,86,0,0,0,1,0,0,0,0,0,3,8,0,2,0,0,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,77c6d02e-20fb-460b-b7fe-160c0fbddbcb,Suliasi Vunivalu,14,Reds,2024,9,36,17,19,0,0,0,80,0,0,0,1,0,0,8,3,1,4,8,0,0,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,11ac095e-3e8d-44d3-a6ca-c4c46e176697,Matt Faessler,2,Reds,2024,19,32,14,18,0,0,0,72,1,0,0,1,0,0,15,2,0,9,15,2,1,0,7,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,4f32c279-a3ed-4c4b-8f57-ee0eff24b8df,Riley Higgins,12,Hurricanes,2024,4,10,4,6,0,0,0,18,0,0,0,0,0,0,1,0,1,2,13,0,0,0,1,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,0b7e9792-a3de-4f40-a1e4-ddadfeb0cb00,Asafo Aumua,2,Hurricanes,2024,34,32,18,14,0,0,0,72,0,0,0,6,0,0,11,1,2,7,35,4,1,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,8c5e7520-7803-453d-9eed-ebe79a816575,Caleb Delany,4,Hurricanes,2024,27,27,14,13,0,0,0,62,0,0,1,0,0,0,11,1,0,10,14,4,1,1,9,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,605cbd31-6e8a-45cd-9de9-05c2e78b419a,James O'Reilly,2,Hurricanes,2024,0,8,3,5,0,0,0,14,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,d58aa498-bc03-4f8a-b0de-2daa4ad06b9e,Pouri Rakete-Stones,1,Hurricanes,2024,17,18,9,8,0,0,0,34,0,0,0,0,0,0,4,1,0,2,20,1,0,0,2,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,749b7561-219d-4197-b64b-46871d2cf76d,Tom Lynagh,10,Reds,2024,42,40,19,21,1,0,0,86,0,0,0,4,0,0,9,2,2,9,38,0,0,0,6,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,173f07b8-1c24-4260-8af5-4365500f3eb5,Kalani Thomas,14,Reds,2024,4,3,2,2,0,0,0,6,0,1,0,0,0,0,1,0,0,1,7,0,0,0,1,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,2479c601-768e-4b8a-91a2-8f386c56ca4f,Tyrel Lomax,3,Hurricanes,2024,2,22,12,11,0,0,0,52,0,0,0,0,0,0,7,0,0,1,0,0,0,2,1,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,5b25d2fd-6117-454c-9643-35d93f738c57,Isaia Walker-Leawere,5,Hurricanes,2024,34,40,21,19,0,0,0,86,0,0,0,1,1,0,19,2,0,9,25,4,0,1,9,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,c2e3fd39-b3d3-43df-9d88-1ab5ae19433b,Kini Naholo,11,Hurricanes,2024,30,30,17,13,0,0,0,68,1,1,0,4,0,0,3,1,5,11,53,3,0,0,2,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,997eaa76-8698-49ee-aec1-385707071ba9,Joshua Moorby,14,Hurricanes,2024,20,40,21,19,0,0,0,86,0,3,0,1,0,0,12,2,1,7,50,2,1,0,6,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,6d3fc43c-cbaa-46f1-8a42-98a06a30e3c1,Peni Ravai,1,Reds,2024,18,26,11,14,0,0,0,55,0,0,0,2,0,0,5,3,0,8,12,2,2,1,6,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,c2956d39-03e1-46be-895a-1162ccac17f0,Jordi Viljoen,9,Hurricanes,2024,0,10,4,6,1,0,0,18,0,0,0,0,0,0,6,0,0,1,4,0,0,0,0,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,43fd0983-a295-4e56-9fd2-16f39e8c3b39,Peter Lakai,7,Hurricanes,2024,55,40,21,19,0,0,0,86,0,1,0,1,0,0,24,0,1,20,41,7,1,2,17,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,c69d2be0-586e-4230-8115-9e51d1f82b77,Xavier Numia,1,Hurricanes,2024,29,22,12,11,0,0,0,52,0,0,0,4,0,0,12,0,0,7,13,4,0,1,7,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,505688ce-c324-4960-a492-8967e664fe90,Cam Roigard,9,Hurricanes,2024,29,30,17,13,0,0,0,68,2,1,0,9,1,0,11,1,2,9,29,1,0,1,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,6f142285-55bc-455c-a262-5fc5fbecef25,Alex Hodgman,1,Reds,2024,3,14,8,6,0,0,0,32,0,0,0,0,0,0,3,2,0,3,0,0,0,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,19910bf8-0f93-495b-99df-29d83a893540,Sef Fa'agase,3,Reds,2024,8,19,9,10,0,0,0,39,0,0,0,0,0,0,5,1,0,3,2,1,1,0,2,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,f779439a-60d3-4ada-b624-04705c8e46ab,Jock Campbell,11,Reds,2024,13,40,19,21,0,0,0,86,0,0,0,1,0,0,10,3,0,4,24,0,2,1,4,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,76330e3a-c1dc-43c3-9dfd-17c3f1f03b6e,Fraser McReight,7,Reds,2024,18,40,19,21,0,0,0,86,0,0,0,0,1,0,20,3,1,12,18,2,0,1,10,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,f7fc509c-136a-41a6-8d22-f93ecb234d25,Liam Wright,6,Reds,2024,19,40,19,21,0,0,0,86,0,0,0,0,0,0,15,4,1,8,19,2,0,1,7,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,dcbc21c8-20a5-49bb-9062-368f9a3aa9fa,John Bryant,8,Reds,2024,6,8,5,3,0,0,0,15,0,0,0,0,0,0,1,0,0,3,3,1,0,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,3f4ec460-2905-4fec-b3b9-1c0c3305d1d3,Salesi Rayasi,11,Hurricanes,2024,18,6,2,3,0,0,0,10,0,0,1,3,0,0,0,0,0,3,33,2,1,0,2,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,ff85ae01-c0d2-474d-9469-4ed724d3d01b,Veveni Lasaqa,6,Hurricanes,2024,0,10,4,6,0,0,0,19,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,7483bce1-605e-4354-b702-2c06d6add7fb,Josh Nasser,2,Reds,2024,10,8,5,3,0,0,0,14,0,0,0,0,0,0,3,0,0,3,7,1,0,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,3e7f2081-6846-45a2-a33c-f6b82a178273,Billy Proctor,13,Hurricanes,2024,36,40,21,19,0,0,0,86,0,1,0,3,0,0,15,2,3,11,46,2,1,0,6,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,1deb0a83-97ec-46f8-a4aa-39f17ea4f42c,Pasilio Tosi,3,Hurricanes,2024,6,18,9,8,0,0,0,34,1,0,0,0,1,0,6,0,0,3,5,2,0,1,2,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,905385a8-2c1b-4d1e-ab23-144c3c639e80,Seru Uru,5,Reds,2024,18,40,19,21,0,0,0,86,0,0,0,1,1,0,17,1,2,10,17,0,2,2,7,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,b4813460-f0b9-418e-a4f9-06f2c0d2ca6a,Justin Sangster,4,Hurricanes,2024,9,13,7,6,0,0,0,24,0,0,0,0,0,0,6,2,0,4,6,0,0,0,4,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,9337f370-6055-4e54-9bf0-0c589afa1fdb,Harry Wilson,8,Reds,2024,23,31,14,17,0,0,0,71,1,0,0,0,0,0,10,0,2,9,26,5,0,0,6,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,61c5bcdd-55a0-4260-af1e-016a01638963,Harry McLaughlin-Phillips,12,Reds,2024,17,14,7,7,0,0,0,28,0,0,0,1,0,0,5,0,0,3,11,2,0,0,3,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,f4c3b0a7-ea40-441c-8251-63549ec1b4dc,Hunter Paisami,12,Reds,2024,11,25,11,13,0,0,0,56,0,0,0,0,1,0,9,2,1,6,28,1,3,1,4,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,cb9312fe-55cd-4f62-adc2-584bc4a7241f,Cormac Daly,4,Reds,2024,14,13,6,7,0,0,0,24,0,0,0,1,0,0,4,0,0,5,11,1,0,1,4,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,1a2ce62a-c2d3-45a4-af30-cc49ba0fc0bf,Brayden Iose,8,Hurricanes,2024,55,40,21,19,0,0,0,86,0,0,0,3,0,0,13,1,2,16,98,5,0,0,14,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,13597964-e982-4332-bd29-df1b9f879a63,Ryan Smith,4,Reds,2024,8,27,13,14,0,0,0,62,0,0,0,0,0,0,16,0,0,6,3,0,0,1,5,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,9ab11cc5-0aa8-4a5a-bd40-485098d1b365,Mac Grealy,11,Reds,2024,9,15,8,7,0,0,0,30,0,0,0,0,0,0,3,0,0,3,25,1,1,0,2,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,5865f5f1-5cd4-4bec-94ae-237fdbbdf712,Jordie Barrett,12,Hurricanes,2024,2,25,13,11,0,0,0,56,0,0,0,0,0,0,8,0,0,3,0,0,1,2,1,1
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,a88e066b-02a3-4b0c-86fc-c0827ef17d37,Ruben Love,15,Hurricanes,2024,27,40,21,19,0,0,0,86,2,0,0,3,0,1,4,1,0,10,77,1,0,0,6,0
188de33e-51e6-4678-b083-f96bb6b55128,2024-03-03 Hurricanes v Reds,fd465dc6-684e-4d5b-b0b8-c97420c2eb72,TK Howden,6,Hurricanes,2024,27,30,16,13,0,0,0,67,0,0,0,1,0,0,19,1,0,6,24,3,0,2,6,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,650b49c6-22d6-46ca-a353-620c255cfd55,David Feliuai,12,Melbourne Rebels,2024,48,38,19,19,1,0,0,80,0,1,0,3,0,0,10,0,2,10,43,4,4,0,5,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,0b7e9792-a3de-4f40-a1e4-ddadfeb0cb00,Asafo Aumua,2,Hurricanes,2024,0,9,5,5,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,4f32c279-a3ed-4c4b-8f57-ee0eff24b8df,Riley Higgins,13,Hurricanes,2024,0,11,5,6,0,0,0,24,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,5e5057cf-8e2e-4f2e-8edb-70ef2793fe25,Richard Judd,9,Hurricanes,2024,11,11,5,6,0,0,0,24,0,1,0,1,0,0,1,1,1,3,24,1,0,0,1,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,5865f5f1-5cd4-4bec-94ae-237fdbbdf712,Jordie Barrett,12,Hurricanes,2024,29,38,19,19,1,0,0,80,2,0,2,2,0,1,15,2,5,11,54,4,1,0,5,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,d464081c-0edf-421a-b4fa-c6cac58557be,Du'Plessis Kirifi,7,Hurricanes,2024,26,38,19,19,0,0,0,80,1,3,1,1,2,0,14,2,0,14,54,5,3,1,11,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,997eaa76-8698-49ee-aec1-385707071ba9,Joshua Moorby,15,Hurricanes,2024,7,5,2,3,0,0,0,9,0,0,0,0,0,0,1,0,0,1,16,1,0,0,1,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,3a98e0ee-0209-4e19-9420-7ea1c2a59c79,Lukhan Salakaia-Loto,5,Melbourne Rebels,2024,35,38,19,19,0,0,0,80,0,0,1,4,0,0,5,1,2,9,28,6,1,0,6,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,30bfb0cc-0b42-4041-b25f-b3b6531b3ac5,Vaiolini Ekuasi,7,Melbourne Rebels,2024,28,38,19,19,0,0,0,80,0,0,0,2,0,0,19,0,0,7,21,5,4,0,6,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,8c5e7520-7803-453d-9eed-ebe79a816575,Caleb Delany,5,Hurricanes,2024,21,30,15,15,0,0,0,64,0,0,0,1,0,0,10,1,0,7,16,5,0,0,7,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,3736cbf0-1dd6-4cef-bfe9-1f56345c4a42,Josh Canham,4,Melbourne Rebels,2024,5,14,7,8,0,0,0,29,0,0,0,0,0,0,10,2,1,1,7,1,0,0,0,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,b4813460-f0b9-418e-a4f9-06f2c0d2ca6a,Justin Sangster,4,Hurricanes,2024,18,33,16,17,0,0,0,69,0,0,0,1,0,0,18,1,1,5,12,2,2,1,3,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,eb7bca18-f45f-452d-91ac-22c7daa12f90,Nick Jooste,13,Melbourne Rebels,2024,0,12,6,6,0,0,0,26,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,c01dc157-8465-4e06-a4ec-5e48076e87b1,Taniela Tupou,3,Melbourne Rebels,2024,32,18,10,9,0,0,0,40,0,0,1,1,1,0,5,1,1,8,42,6,0,1,5,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,1deb0a83-97ec-46f8-a4aa-39f17ea4f42c,Pasilio Tosi,3,Hurricanes,2024,3,14,8,7,0,0,0,29,0,0,0,0,0,0,4,0,1,1,8,1,0,0,0,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,e847b88c-5962-4b07-a51a-0d733bafe45a,Jack Maunder,9,Melbourne Rebels,2024,0,13,6,7,0,0,0,27,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,12b1246d-589a-422c-8761-080b778a4e74,Jordan Uelese,2,Melbourne Rebels,2024,7,22,10,11,0,0,0,47,1,0,0,0,0,0,8,1,0,4,13,2,0,0,3,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,5c3ae81c-7fe7-4f67-9e48-bf36abcf4f6a,Tevita Mafileo,1,Hurricanes,2024,33,14,8,7,0,0,0,29,0,1,0,4,0,0,4,0,0,7,28,3,0,0,6,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,7186e724-e809-416b-bf43-9412e1f261b3,Daniel Maiava,8,Melbourne Rebels,2024,4,5,3,2,0,0,0,9,0,0,0,0,0,0,3,0,0,2,9,1,0,0,1,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,7f869551-b001-45fb-b99a-84fd01ae63d4,Sam Talakai,3,Melbourne Rebels,2024,17,19,9,9,0,0,0,40,0,0,0,0,0,1,8,2,0,5,8,4,0,1,5,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,eb0d16d6-3e87-40f2-81a4-9559b7e7cb5e,Andrew Kellaway,15,Melbourne Rebels,2024,30,19,9,9,0,0,0,40,0,0,0,4,0,0,2,1,0,4,35,2,0,0,3,0
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,8f5477bb-ac05-4397-8d00-f2494db93f47,Cabous Eloff,1,Melbourne Rebels,2024,17,13,6,7,0,0,0,30,0,0,0,2,0,0,7,0,0,4,9,4,0,1,3,1
19a7df14-6285-4d8c-a6cb-de0dd833931f,2024-03-22 Hurricanes v Melbourne Rebels,1a2ce62a-c2d3-45a4-af30-cc49ba0fc0bf,Brayden Iose,8,Hurricanes,2024,25,8,4,4,0,0,0,16,0,0,0,2,0,0,3,0,0,4,17,4,0,0,4,0
